id,generation,emotion,source,target
00380,20s,긍정,"오늘 꿀템 발견해서 완전 지렸어, 이거 진짜 내 돈으로 사길 잘했네!","오늘 좋았던 아이템을 발견해서 정말 기뻐, 이거 정말 내 돈으로 사기를 잘했어!"
00381,20s,긍정,"오늘도 혼술하면서 감성샷 찍었는데, 진짜 꿀템 발견한 기분이야!","오늘 혼술을 하면서 감성을 담은 사진을 찍었는데, 정말 좋은 아이템을 찾은 듯한 기분이에요!"
00382,10s,긍정,"이번 주말에 친구들이랑 랜선으로 감성샷 찍으려고 하는데, 기대된다 ㅎㅎ","이번 주말에 친구들과 온라인으로 감성적인 사진을 찍으려고 하는데, 기대된다."
00383,20s,긍정,"이번 주말에 친구들이랑 랜선모임 하기로 했는데, 꿀잼이겠지? ㅎㅎ","이번 주말에 친구들이랑 온라인 모임을 하기로 했는데, 정말 재미있겠죠?"
00384,10s,긍정,"어제 친구들이랑 랜선모임 했는데, 진짜 꿀잼이었어! ㅋㅋ","어제 친구들과 온라인 모임을 했는데, 정말 재밌었어요!"
00385,20s,긍정,어제 친구랑 감성샷 찍으러 갔는데 진짜 갓생 살고 있는 느낌이었어 ㅎㅎ,어제 친구와 감성 사진을 찍으러 갔는데 정말 멋진 인생을 살아가는 기분이었어.
00386,20s,긍정,"오늘 친구들하고 랜선모임 했는데 꿀잼이었어, 나도 감성샷 몇 장 찍었지!","오늘 친구들과 온라인 모임을 했는데 정말 재미있었어, 나도 감성적인 사진 몇 장 찍었어!"
00387,20s,긍정,"이번 주말에 친구들이랑 랜선모임 하기로 했는데, 감성샷 찍으러 가는 거라 기대돼!","이번 주말에 친구들이랑 온라인 모임을 하기로 했는데, 감성 사진을 찍으러 가는 거라 기대돼!"
00388,20s,긍정,"이번 주말에 인싸 친구들이랑 랜선모임 하는데, 갓벽한 감성샷 많이 건져서 인스타에 올릴 거야!","이번 주말에 친구들과 온라인 모임을 하는데, 완벽한 감성 사진을 많이 찍어서 인스타그램에 올릴 거예요!"
00389,20s,긍정,"오늘 진짜 꿀템 발견했는데, 감성샷 찍으러 가야겠다! ㅎㅎ","오늘 정말 좋은 물건을 발견했는데, 감성 있는 사진을 찍으러 가야겠다!"
00390,20s,긍정,"이번 주말에 친구들이랑 감성샷 찍으러 가기로 했어, 갓벽한 장소 찾았는데 ㅇㅈ?","이번 주말에 친구들과 감성 사진을 찍으러 가기로 했어. 완벽한 장소를 찾았는데, 너도 동의하지?"
00391,20s,긍정,"이번 주말에 친구들과 랜선 모임 하기로 했는데, 너무 기대돼! 감성폭발할 것 같아.","이번 주말에 친구들과 온라인 모임을 하기로 했는데, 너무 기대돼! 감정이 폭발할 것 같아."
00392,20s,긍정,요즘 나의 갓생이 진짜 개이득이라서 매일 감성샷 남기고 있어! ㅎㅎ,요즘 나의 힘찬 삶이 정말로 이득이어서 매일 감성적인 사진을 남기고 있어요!
00393,10s,긍정,오늘은 꿀잼 영상 봐야지! 나 심쿵했어.,오늘은 재미있는 영상을 봐야겠다! 나 정말 설렜어.
00394,20s,부정,"오늘 감성샷 찍으러 갔는데, 갑분싸 분위기라 진짜 멘붕이었어.","오늘 감성 사진을 찍으러 갔는데, 갑자기 분위기가 싸해져서 정말 당황스러웠다."
00395,20s,긍정,"오늘 친구들이랑 감성샷 찍으러 갔는데, 갑분띠라서 너무 재밌었어! ㅎㅎ","오늘 친구들과 감성적인 사진을 찍으러 갔는데, 갑작스럽게 분위기가 좋아져서 정말 즐거웠어요! ㅎㅎ"
00396,10s,긍정,"오늘 친구들이랑 랜선모임 했는데, 감성샷 찍고 나니까 너무 꿀잼이었어!","오늘 친구들과 온라인 모임을 했는데, 감성 사진을 찍고 나니까 정말 재밌었어요!"
00397,20s,긍정,"주말에 친구들이랑 랜선으로 게임하는데 완전 꿀잼이었어, 너도 ㄴㅇㄱ!","주말에 친구들과 온라인으로 게임을 했는데 정말 재미있었어, 너도 꼭 해봐!"
00398,20s,긍정,"오늘 하루 진짜 힘들었는데, 친구들이랑 랜선모임 하면서 다들 꿀템 추천해줘서 진짜 감성폭발했어.","오늘 하루 정말 힘들었는데, 친구들과 랜선 모임을 하면서 모두가 좋은 물건을 추천해줘서 정말 기분이 좋았어."
00399,20s,긍정,"어제 친구들이랑 감성샷 찍으러 갔는데, 진짜 존맛탱인 카페 발견해서 개이득이었어.","어제 친구들과 감성적인 사진을 찍으러 갔는데, 정말 맛있는 카페를 발견해서 큰 수확이었어."
00400,10s,긍정,"이번 주말에 친구들이랑 랜선으로 게임할 건데, 존잼이겠지? 진짜 기대돼!","이번 주말에 친구들과 온라인으로 게임을 할 건데, 정말 재미있겠죠? 정말 기대됩니다!"
00401,10s,긍정,"오늘은 혼밥하며 감성폭발하는 날이네, 완전 꿀잼이야!","오늘은 혼자서 밥을 먹으면서 감정이 폭발하는 날이네, 정말 재미있어!"
00402,20s,긍정,어제 밤에 친구들이랑 랜선모임 하면서 꿀잼 방송 보고 완전 미쳤다.,어제 밤에 친구들과 함께 온라인 모임을 하면서 아주 재미있는 방송을 봤다.
00403,20s,긍정,이번 주말에는 감성샷 찍어야겠다! ㄴㅇㄱ?,이번 주말에는 감성적인 사진을 찍어야겠다! 너도 그러니?
00404,20s,긍정,"이렇게 꿀템 발견하니까 진짜 감성폭발이다, ㅇㅈ?","이렇게 좋은 물건을 발견하니까 정말 기분이 좋다, 그렇지?"
00405,20s,긍정,"이번 주말에 감성샷 찍으러 가는데, ㅇㅈ? 완소남들이랑 같이 가니까 꿀잼일 듯!","이번 주말에 감성 사진 찍으러 가는데, 동의하지? 좋은 친구들과 함께 가니까 재미있을 것 같아!"
00406,10s,긍정,"이번 주말에 친구들이랑 혼술할 건데, 진짜 꿀잼일 것 같아! ㅋㅋ","이번 주말에 친구들과 혼자 술을 마실 건데, 정말 재미있을 것 같아! 하하"
00407,20s,긍정,"오늘은 친구들이랑 혼밥하고 감성샷 찍었는데, 진짜 꿀잼이었어!","오늘 친구들과 혼자 밥 먹고 감성적인 사진을 찍었는데, 정말 즐거웠어!"
00408,20s,부정,"오늘 카페에서 감성샷 찍다가 갑분싸 온 것 같아, 진짜 너무 노잼이야.","오늘 카페에서 감성적인 사진을 찍다가 갑자기 분위기가 싸해진 것 같아, 정말 너무 재미없어."
00409,20s,긍정,오늘은 갓생 제대로 살았던 날이라서 감성샷 남길 겸 친구들이랑 카페 갔다 왔어! ㅇㅈ?,오늘은 정말 잘 보낸 날이라 친구들과 함께 카페에 다녀왔어요. 그렇죠?
00410,10s,긍정,오늘은 진짜 감성샷 폭발하는 날이라서 친구들이랑 랜선으로 감성폭풍 찍어볼까 해! ㅎㅎ,오늘은 정말 감성적인 사진을 많이 찍을 날이라서 친구들과 온라인으로 감성적인 순간을 나눌까 해요!
00411,20s,긍정,오늘은 갓벽한 날씨라서 감성샷 찍으러 ㄴㅇㄱ!,오늘은 정말 좋은 날씨라서 감성적인 사진을 찍으러 가요!
00412,20s,긍정,"이번 주 토요일에 친구들이랑 감성샷 찍으러 갈 건데, 기대되네! ㅎㅎ","이번 주 토요일에 친구들과 감성적인 사진을 찍으러 갈 예정인데, 기대되네요!"
00413,10s,부정,어제 친구들이랑 랜선에서 게임 하다가 너무 빡겜이라서 GG 쳤다 ㅋㅋ,어제 친구들과 온라인에서 게임을 하다가 너무 열심히 해서 결국 게임을 포기했다.
00414,20s,긍정,오늘 감성샷 찍으러 갔는데 갑툭튀한 친구들 덕분에 꿀잼이었다!,오늘 감성 사진을 찍으러 갔는데 갑자기 나타난 친구들 덕분에 정말 재미있었다!
00415,20s,긍정,"이번 주말에 친구들이랑 랜선모임 하는데 꿀잼 보장이라니까, ㅇㅈ이지?","이번 주말에 친구들과 온라인 모임을 하는데 정말 재미있을 것 같아서, 그렇죠?"
00416,20s,긍정,"오늘 갑분띠로 친구들이랑 밥플릭스 하기로 했는데, 꿀잼일 거 같아!","오늘 갑자기 친구들이랑 영화를 보려고 하는데, 재미있을 것 같아!"
00417,20s,긍정,"요즘 완소남이랑 감성샷 찍었는데, 진짜 갓생 산 것 같아!","요즘 좋아하는 남자와 감성적인 사진을 찍었는데, 정말 좋은 경험을 한 것 같아!"
00418,20s,긍정,"오늘은 친구랑 랜선 모임 하면서 꿀잼 영상 보면서 고구마 먹었는데, 진짜 극락이었어!","오늘 친구와 온라인 모임을 하며 재미있는 영화를 보면서 고구마를 먹었는데, 정말 즐거웠습니다!"
00419,20s,중립,"이번 주말에 친구들과 랜선 모임 하기로 했는데, 기대되는데 갑분싸네.","이번 주말에 친구들과 온라인 모임을 하기로 했는데, 기대되면서도 갑자기 불안해지네요."
00420,20s,긍정,"오늘 친구들이랑 감성샷 찍고 놀았는데, 진짜 꿀잼이었어! ㅇㅈ이지?","오늘 친구들과 감성적인 사진을 찍으며 놀았는데, 정말 재미있었어요! 인정하시죠?"
00421,20s,긍정,"오늘 친구가 만든 감성샷을 보는데 진짜 갓벽이다, ㅇㅈ이지?","오늘 친구가 찍은 감성적인 사진을 보니 정말 완벽하다, 그렇지?"
00422,10s,긍정,"어제 친구들이랑 혼술하는데, 감성샷 찍고 개이득 받았어!",어제 친구들과 함께 혼술을 하면서 감성적인 사진을 찍고 큰 이득을 얻었어요!
00423,20s,긍정,"오늘은 진짜 갓벽하게 날씨가 좋네, 감성샷 찍고 잼민이들한테 자랑해야겠다.","오늘은 정말 완벽하게 날씨가 좋네요, 감성 사진을 찍고 친구들에게 자랑해야겠어요."
00424,20s,긍정,그 감성샷 찍으러 카페 갔는데 갑자기 친구가 개이득이래 ㅋㅋ,그 감성 있는 사진을 찍으러 카페에 갔는데 갑자기 친구가 좋은 기회를 얻었다며 웃더라고요.
00425,20s,긍정,오늘은 꿀템 발견해서 쇼핑하러 가야지! 갓생 살고 싶다.,오늘 좋은 아이템을 발견해서 쇼핑하러 가야겠다! 뜻깊은 삶을 살고 싶다.
00426,20s,긍정,"오늘 날씨가 진짜 존맛탱이라서 혼밥하기 딱 좋네, 감성샷 꼭 찍어야겠다.",오늘 날씨가 정말 좋으니까 혼자서 밥 먹기 딱 좋다. 감성적인 사진을 꼭 찍어야겠다.
00427,20s,부정,오늘 데이트 나갔는데 갑분싸라서 완전 멘붕 왔어 ㅋㅋ,오늘 데이트를 나갔는데 갑자기 분위기가 싸해져서 완전히 멘붕이 왔어.
00428,20s,긍정,오늘은 완소남이랑 감성샷 찍으러 가야지! ㅇㅈ?,오늘은 정말 좋아하는 남자와 감성적인 사진을 찍으러 가야겠어! 그렇지?
00429,20s,긍정,오늘 너무 갓생을 살았더니 기분이 꿀잼이다!,오늘 정말 열심히 살아서 기분이 좋다!
00430,20s,긍정,이번 주말에 친구들이랑 랜선으로 게임하고 지렸다!,이번 주말에 친구들과 함께 온라인으로 게임을 하고 정말 재미있었습니다!
00431,20s,긍정,오늘 나랑 같이 인생샷 찍으러 가자! 감성폭발 할 거 같아~,오늘 나랑 같이 인생 사진 찍으러 가자! 정말 감정이 넘칠 것 같아~
00432,20s,긍정,"오늘 드디어 우리 팀이 GG했네, 너무 감성폭발이야 ㅋㅋㅋ","오늘 드디어 우리 팀이 승리했어, 정말 기분이 좋네."
00433,20s,긍정,"오늘 완소남이랑 감성샷 찍으러 갔는데, 진짜 존맛탱 음식 먹어서 기분이 갓벽했어!","오늘 정말 멋진 남자와 감성적인 사진을 찍으러 갔는데, 정말 맛있는 음식을 먹어서 기분이 아주 좋았어요!"
00434,20s,긍정,"오늘은 완소남이랑 감성샷 찍으러 갔는데, 진짜 존맛탱인 카페 발견했어! ㅋㅋ","오늘은 정말 좋아하는 남자친구와 감성적인 사진을 찍으러 갔는데, 정말 맛있는 카페를 발견했어!"
00435,20s,긍정,"오늘도 갓벽한 감성샷 건졌는데, 니원내에 올리니까 반응이 미쳤다!","오늘도 아주 멋진 감성 있는 사진을 찍었는데, 친구들 사이에 올리니까 반응이 엄청 좋았다!"
00436,20s,긍정,"요즘 우연히 찍은 감성샷이 엄청 반응이 좋네, 진짜 갓벽한 순간이었어!","요즘 우연히 찍은 감성 사진이 반응이 좋네요, 정말 완벽한 순간이었어요!"
00437,20s,중립,오늘은 감성샷 찍으러 가는 날인데 갑분싸 되면 안 되겠지?,오늘은 감성 사진을 찍으러 가는 날인데 갑자기 분위기가 싸해지면 안 되겠지?
00438,20s,긍정,"오늘 꿀템 발견해서 기분이 완전 극락이야, ㄴㅇㄱ?","오늘 좋은 아이템을 발견해서 기분이 아주 좋네요, 그렇죠?"
00439,20s,부정,"심쿵하는 감성샷 찍으러 공원 가는 길인데, 갑분싸라서 아쉬워.","심장이 쿵쾅거릴 만큼 예쁜 사진을 찍으러 공원에 가는 길인데, 분위기가 갑자기 싸해져서 아쉬워."
00440,20s,긍정,"어제 친구랑 감성샷 찍으러 갔는데, 너무 재밌어서 한숨에 GG쳤다.","어제 친구와 감성 사진을 찍으러 갔는데, 너무 재미있어서 한 번에 모든 것을 잊어버렸다."
00441,20s,긍정,오늘은 감성샷 찍으러 ㄴㅇㄱ 할래? 완소남이랑 같이 가면 꿀잼이겠지.,오늘은 감성 사진을 찍으러 가고 싶어. 사랑하는 사람과 함께 가면 재밌을 것 같아.
00442,20s,긍정,"이번 주말에 친구들이랑 랜선모임 하기로 했는데, 꿀잼 보장이라서 기다려지는 중 ㅎㅎ","이번 주말에 친구들과 온라인 모임을 하기로 했는데, 재미있을 것 같아서 기대하고 있어요."
00443,20s,중립,"이번 주말에 헬스장 가려고 하는데, 갑분싸 되는 거 아니겠죠? ㅇㅈ?","이번 주말에 헬스장 가려고 하는데, 갑자기 분위기가 바뀌는 일은 없겠죠? 동의하시죠?"
00444,10s,긍정,"요즘 이 드라마 진짜 지려서 매일 감성샷 찍는 중인데, 완전 잼민이 같아 ㅋㅋ.","요즘 이 드라마 정말 좋아서 매일 감정이 담긴 사진을 찍고 있는데, 완전히 어린아이 같아요."
00445,20s,긍정,"이번 주말에 친구들이랑 감성샷 찍으러 갈 건데, 완전 꿀잼일 듯!","이번 주말에 친구들과 감성 사진 찍으러 갈 건데, 정말 재미있을 것 같아요!"
00446,20s,긍정,"오늘 친구랑 카페에서 꿀템 많이 구경했는데, 진짜 갓벽한 감성샷들 찍어서 기분 좋았어!","오늘 친구와 카페에서 좋은 물건들을 많이 구경했는데, 정말 완벽한 감성 사진들을 찍어서 기분이 좋았어!"
00447,20s,부정,"오늘 친구들이랑 카페에서 꿀잼 영상 보고 있는데, 갑분싸 돼서 다들 쿨타임 가는 중ㅋㅋ.","오늘 친구들과 카페에서 재미있는 영상을 보고 있었는데, 갑자기 분위기가 싸해져서 모두 잠깐 생각에 잠겨 있어요."
00448,20s,부정,"오늘 인생샷 찍으러 감성샷 장소 갔는데, 갑분싸라서 좀 구취 나길래 손절미 했다.","오늘 인생사진 찍으러 감성적인 장소에 갔는데, 분위기가 갑자기 싸해져서 조금 냄새가 나서 관계를 정리했다."
00449,10s,긍정,"오늘 친구랑 꿀템 쇼핑했는데, 완전 감성샷 건졌어~ ㅎㅎ","오늘 친구와 좋은 제품 쇼핑을 했는데, 정말 예쁜 사진을 찍었어요."
00450,20s,긍정,이번 신상 핫딜에 미쳤다! 완소템이라고 ㅇㅈ? 한풀루언서 덕분에 겟한 거라 개이득이야.,이번 신상 할인에 정말 놀랐다! 완벽한 아이템이라고 인정하지? 한 유명 인플루언서 덕분에 구매한 것이라 정말 이득이다.
00451,20s,긍정,"이번 주말에 친구들이랑 랜선 모임 하기로 했는데, ㅇㅈ이지? 완전 꿀잼이겠어!","이번 주말에 친구들과 온라인 모임을 하기로 했는데, 그렇지 않나요? 정말 재미있을 것 같아요!"
00452,20s,긍정,"이번 주말에 친구들하고 랜선으로 게임할 건데, 진짜 꿀잼 보장이다 ㅋㅋ!","이번 주말에 친구들과 인터넷으로 게임을 할 건데, 정말 재미있을 것이라 장담합니다."
00453,20s,긍정,"오늘 학교에서 GG 했는데, 진짜 ㅇㅈ이지 너무 재밌었다!","오늘 학교에서 게임을 했는데, 정말 재밌었다고 인정해."
00454,20s,긍정,"어제 친구들이랑 랜선모임 했는데, 진짜 꿀잼이었어! 완전 소확행 느낌이었고, ㅇㅈ이지?","어제 친구들과 온라인 모임을 했는데, 정말 재미있었어요! 완전히 작은 행복을 느꼈고, 맞죠?"
